Hugo_Symbol	TP_2061	SC_9091	SC_9086	MO_1339	MO_1337	MO_1336	SC_9031	SC_9081	SC_9080	MO_1316	TP_2054	SC_9073	SC_9072	SC_9071	SC_9068	MO_1277	MO_1202	SC_9063	SC_9062	SC_9061	MO_1262	MO_1249	MO_1244	MO_1241	SC_9060	SC_9059	SC_9058	SC_9057	MO_1232	MO_1221	MO_1219	MO_1215	SC_9055	SC_9038	SC_9050	MO_1192	MO_1176	SC_9054	SC_9049	SC_9048	SC_9047	SC_9046	MO_1184	MO_1179	SC_9043	SC_9018	SC_9037	SC_9036	SC_9034	SC_9032	TP_2034	MO_1161	SC_9030	TP_2032	SC_9029	SC_9028	SC_9026	TP_2020	SC_9023	SC_9022	SC_9019	SC_9017	SC_9016	MO_1124	MO_1128	MO_1118	MO_1114	SC_9012	SC_9007	TP_2009	TP_2010	SC_9010	SC_9009	SC_9008	TP_2001	MO_1095	SC_9001	MO_1094	MO_1084	MO_1071	MO_1054	MO_1040	MO_1020	MO_1014	MO_1013	TP_2060	SC_9083	TP_2064	SC_9097	SC_9093	SC_9092	SC_9099	SC_9094	6115251	6115247	6115242	6115219	6115122	6115114	1115202	6115117	6115115	1115161	1115183	6115237	6115233	6115118	6115123	1115153	6115121	1115156	1115154	6115227	6115234	6115224	1115244	1115157	6115250
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.2	0	0	0	0	0	0	0	0	164.491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.2755	76.3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.168	0	212.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.438	0	0	0	0	0	0	0	116.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.5242	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59914	5.88971	0	0	0	0	8.76431	0	0	0	0	0	0	15.7483	0	0	10.4589	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.7431	0	0	0	0	0	0	0	0	69.4745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.851	101.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	323.707	0	0	0	0	0	0	0.000209014	0	0	0	0	0	0	0	21.4679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	330.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.345	21.4679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0.0807627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.611	0	0	0	0	0	0	0	0	240.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.4646	0	0	0	0	0	0	0	0	0	162.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99628	2.73556	0	0	0	0	3.29813	1.51732	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.0902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	6.73E-06	0	0	0	0	0	0	1.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.8902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-05	0	0	0.000178085	0	0	1.60638	0	0	1.31E-07	0	0.000268846	0	0	0	0	0	7.08E-06	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.0642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4679	0	0	0	0	0	0	0	0	55.5913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4679	0	0	0	0	0	0	0	0	55.5913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	1.12E-05	0	0	0	0	0	0	0	21.4679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0.000173274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316088	0	0	0	6.71E-08	0	0	5.33E-07	0	0	0	0	0	1.31E-07	0	4.71E-07	0	0	0	0	0	8.69E-06	0	0.00013009
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03056	0	0	0	0	0	0	6.96951	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3949	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00040723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74E-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25114	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11251	0	2.35955	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212814	0	0	0	0	0	0	0	3.23388	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46057	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191988	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66204	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	8.11E-06	0	0	0	0	0	0	1.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-06	0	0	0	0	0	1.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77E-07	0	0	0	0	0	9.51E-08	0	0	2.01E-08	0	0.000298565	0	0	0	0	0	1.11E-05	0.00631247	0
U1	0	0	0	0	0	0	0	1.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316088	0	0	0	6.71E-08	0	0	5.33E-07	0	0	0	0	0	9.25E-05	0	4.71E-07	0	0	0	0	0	8.69E-06	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012257	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	5.51E-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61E-33	0	0	0	0	0	0	0	0	0	3.20E-14	0	0	0	0	0	0	1.41E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95E-28	3.92E-10	1.05E-26	0	0	0	7.28E-18	0	0	3.70E-25	4.22E-39	0	4.32E-28	1.94E-26	9.75E-28	0	4.29E-15	0	2.64E-29	2.18E-13	0	1.61E-37	0	0	4.10E-38
U11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2001	0	0	0
U11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.56067	0	0	0	0	0	0	0	0	0	0	0
U2	791.32	0	0	505.178	192.008	0	230.494	2.39448	353.096	6184.51	61.4999	15310.1	152.855	129.831	1911.21	13.6532	460.982	362	82.2493	33.2458	683.388	0	434.821	523.959	121.51	4865.37	305.434	50.7286	96.3037	629.689	216.522	1338.88	473.856	373.155	162.125	14636.3	2793.18	373.246	0	62.6493	363.595	0.0812114	100.301	200.565	1420.63	1770.81	46.6743	318.809	400.088	980.989	1736.19	308.14	399.265	0	31.013	65.7053	268.061	378.629	130.466	290.968	109.776	0	0	845.757	53.0039	179.922	1187.84	27.1296	0	340.651	3602.9	1534.33	166.263	919.537	249.526	404.084	88.4867	6440.32	69.8129	215.922	37.1652	26.0563	93.3411	48.3714	460.307	85.2319	337.071	2973.59	339.327	1223.42	94.6832	208.979	185.778	22.4502	6.42079	17.9682	50.902	10.318	29.1706	7.07314	20.8996	111.485	18.4791	6.60181	30.1868	21.9053	13.7764	7.23909	5.72255	59.3342	7.80598	11.2773	4.42159	4.36161	14.4495	63.2589	2.50727	4.70492
U2	0	0	0	0	0	0	0	0	0	607.974	0	0	0	0	0	0	0	0	0	430.779	0	0	0	0	0	0	576.543	0	386.79	0	0	0	296.361	0	0	0.0128432	575.012	0	0	0	730.331	0	0	0	0	0.000223114	0	0	0	0	0	0	0	99.6367	0	0	608.338	457.096	0	0	0	0	0	0	242.925	0	0	0	0	0	0	0	0	432.353	0	0	463.056	0	0	0	0	0	0	0	0	574.593	0	849.618	0	851.985	0	0	0	0	0	0	1.79E-07	10.298	13.3851	12.1327	0	0	0	0	4.04799	6.95694	8.56067	0	0	0	0	9.97093	0	0	5.00934	0	0	0
U2	0	0	0	0	0	0	79.8346	0	0	4.28E-06	0	1884.12	0	0	216.539	0	0	73.474	0	0	27.1865	62.5627	119.575	0	1.29E-05	490.595	0	0	0	27.9237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.91	170.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.22E-06	0	0	0	334.319	0	0	0	0	0	0	681.933	0	0	0	0	28.4795	0	177.596	0	0	4.79E-06	0	0	0	0	0	0	1.23035	0	0	0	0	0	0	7.40404	1.48E-08	0	0	6.67E-09	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	36.2265	54.5302	0	0.00771928	0	149.213	147.23	63.5022	0	16.7114	0	77.6591	30.6724	0	0	4.38E-05	0	0.000344825	0	0	0	0	0	7.58E-06	0	0	85.2081	0	0	61.826	0	0	0	0	0	0	0.00192434	0	0	0	0	46.2652	113.005	2.29E-06	77.3163	0	0	76.3475	0	0	75.305	0	64.4996	56.8062	0	29.2903	0	0	133.141	0	148.831	577.236	93.8485	0.000145145	121.069	0	0	0	0	0	14.9106	0	0	14.699	15.4832	0	0.00105097	0	0	9.08E-05	158.209	0	0	0	0	2.06682	1.32493	0	3.41633	0	0	0.000271374	0	1.60433	1.54622	0	0	1.24987	1.76003	0	0	1.38978	0	0	0.979283	4.629	0	2.7628	0	0
U2	0	0	0	0	0	0	0	0.000666509	59.4034	0.00129452	0	0.0130107	0	0	11.0288	0	0	13.5061	0	0	0.000807321	0	0.000609303	0.00022846	0.00430554	0.0048853	0	0	0.00340356	0.00907152	0	0.00150578	25.9516	0	35.7533	0	135.983	0	0	0	0	0	0	0	0.000443746	0	0	76.983	80.8939	0	0.000889559	0	0	0	0	0	0	0	0	0	0	0	0	24.5911	0	0	0	0	0	165.299	0.00056054	0.00085652	101.796	0	0.000760309	277.297	42.7649	211.564	0	0	21.6851	0	7.61E-05	0	0.00307015	0	0	0.000299423	0	0.000256612	0	0	0	0.00142211	0	0.000253774	0.00012789	0	0	0.000273735	0.00143214	0.00453008	0.000294368	0	0.000154522	0.000233286	0.00033192	0	0	0.478854	0	0	0.897682	0	0.000839533	0.0058774	0	0
U2	0	0	0	0	0	0	0	0	2.38E-05	0.00119512	0	0.00830854	0	0	1.72049	0	0	0.000138254	0	0	0	0	0	2.65E-05	0.000848387	0.00168329	0	0	0	0	0	0.000203414	0	0	0	0	0	0	0	0	0	0	0	0	0.00189273	0	0	0	1007.65	0.000884001	6.76E-05	0	0	0	0	0	120.754	0	0	0	0.0950821	0	3.08E-06	0	0	0	5.53E-05	0	0	0	80.1517	0.000255614	0	0	0	0.00870439	4.14E-10	0	0	0	0	0	0	0	0.000965121	0	0	6.35E-05	0	7.69E-06	0	0	0	0.00138349	0	0	0.000481036	0	0	0	0	9.04E-05	0.000687906	0	0	0.000407441	0	1.55088	0	0	0	0	0.00168687	4.96E-09	0.932832	0.00325191	0	4.46E-09
