geneID	Symbol	MSK-PCa8_ORG	MSK-PCa9_ORG	MSK-PCa10_ORG	MSK-PCa11_ORG	MSK-PCa12_ORG	MSK-PCa13_ORG	MSK-PCa14_ORG	MSK-PCa15_ORG	MSK-PCa16_ORG	MSK-PCa17_ORG	MSK-PCa18_ORG	MSK-PCa19_ORG	MSK-PCa20_ORG	MSK-PCa22_ORG	MSK-PCa24_ORG
ENSG00000251863.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251871.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251872.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251876.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251879.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251881.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251885.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251894.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251899.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251901.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251902.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251909.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251911.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251912.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251918.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251926.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251927.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251928.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251930.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251933.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251938.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251944.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251949.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251950.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251959.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251962.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251963.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251964.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251966.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251968.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251969.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251979.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251989.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251995.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252000.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252004.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252009.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252024.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252038.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252048.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252054.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252055.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252056.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252058.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252059.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252071.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252075.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252077.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252078.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252085.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252088.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252092.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252093.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252100.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252102.1		0	0	0	0	0	0	0	0	1.48	0	0	0	0	0	0
ENSG00000252109.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252110.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252111.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252114.1		0	0	0	0	0	1.66	0	0	0	0	0	0	0	0	0
ENSG00000252120.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252123.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252124.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252131.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252134.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252142.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252144.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252146.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252150.1		0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0
ENSG00000252154.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252159.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252175.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252176.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252177.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252180.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252181.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252187.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252189.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252196.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252201.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252203.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252215.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252216.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252226.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252227.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252234.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252235.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252239.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252240.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252241.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252245.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252251.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252256.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252265.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252270.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252278.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252280.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252281.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252285.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252293.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252295.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252298.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252299.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252300.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252303.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252306.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252308.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252309.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252310.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252314.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252324.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252327.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252330.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252354.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252356.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252359.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252365.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252372.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252375.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252378.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252379.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252380.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252382.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252387.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252388.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252394.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252399.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252402.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252403.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252405.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252406.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252418.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252419.1		1.39	0.28	3.41	0.73	1.13	0.5	0.89	1.11	1.54	0.39	2.07	0.26	0	1.56	4.03
ENSG00000252430.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252432.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252434.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252435.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252439.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252440.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252442.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252445.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252447.1		0	0	0	0	0	0	0	0	1.68	0	0	0	0	0	0
ENSG00000252453.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252455.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252463.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252465.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252471.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252476.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252477.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252478.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252495.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252500.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252502.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252504.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252511.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252518.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252522.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252525.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252529.1		0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0
ENSG00000252531.1		22.97	62.71	24.16	13.15	7.48	22.34	11.34	21.8	11.73	14.65	16.1	17.65	11.34	2.53	19.69
ENSG00000252536.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252538.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252541.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252543.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252547.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252557.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252559.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252565.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252566.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252571.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252572.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252575.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252576.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252579.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252584.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252586.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252592.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252602.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252605.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252609.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252613.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252616.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252617.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252629.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252638.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252646.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252648.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252662.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252663.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252664.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252668.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252669.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252670.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252672.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252675.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252676.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252679.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252683.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252687.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252694.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252698.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252702.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252703.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252706.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252709.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252715.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252728.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252730.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252731.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252732.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252733.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252736.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252738.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252740.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252748.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252753.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252754.1		0	0	0	4.27	0	0	0.77	0	0	0	0	0	0	0	0
ENSG00000252771.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252785.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252786.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252789.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252790.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252791.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252792.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252793.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252799.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252801.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252803.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252805.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252808.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252809.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252811.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252813.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252817.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252818.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252819.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252825.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252829.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252831.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252834.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252838.1		0	0.05	0	0	0	0	0.37	0	0	0.23	0	0.44	0.57	0	0
ENSG00000252841.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252842.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252844.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252846.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252849.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252853.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252855.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252865.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252869.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252873.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252876.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252878.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252880.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252883.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252893.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252895.1		0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0
ENSG00000252896.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252901.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252910.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252912.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252918.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252921.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252925.1		0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0
ENSG00000252932.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252940.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252946.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252949.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252958.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252961.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252966.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252968.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252972.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252974.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252976.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252981.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252986.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252997.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253002.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253004.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253009.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253011.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253012.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253014.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253017.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253018.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253029.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253033.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253036.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253037.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253044.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253045.1		0	0	0.46	0	0.91	0	1.17	0	0	0.89	0	0.61	0	0.66	0
ENSG00000253046.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253050.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253052.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253062.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253068.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253069.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253071.1		0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
ENSG00000253076.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253082.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253091.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253095.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253128.1		0	0.07	0.48	0	0	1.12	0	0	0	2	1.82	0	0	0	0
ENSG00000253193.4		0.47	0	0	0.28	0	0	0	0	0.28	0	0	0.2	0	0.2	0
ENSG00000253222.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253264.1		0	0	0	0	0	0	0	0.48	0	0	0.09	0	0	0	0
ENSG00000253350.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253379.1		0	0	0	0.03	0.07	0	0.07	0	0	0	0	0.02	0.06	0	0
ENSG00000253459.3		0.39	0.43	0.37	0.48	0.4	0.4	0.64	0.23	0.13	0.59	0.36	0.05	0.02	0.04	0.24
ENSG00000253464.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253486.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253588.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253597.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253640.1		0	0	0	0	0	0.01	0	0	0.02	0	0	0	0	0	0
ENSG00000253689.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253701.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253705.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253753.1		0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0
ENSG00000253864.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253929.1		0	0.2	0	0	0.33	0.78	0	0.51	0.3	1.63	4.82	1.59	0	0	0
ENSG00000253996.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254010.1		1.04	0.1	1.28	3.32	1.85	3.85	1.93	0	0	15.35	0	0	0	0	0
ENSG00000254082.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254100.1		0.33	0	0.45	0.21	0.11	0	0.06	1.41	1.41	0.66	0.09	0	0.56	0	1.03
ENSG00000254117.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254133.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
ENSG00000254140.1		0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254142.2		0	0	0	0.37	0	0	0	0	0	0	0	0	0.29	0	0
ENSG00000254148.3		0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0
ENSG00000254173.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
