Hugo_Symbol	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
hsa-miR-449b-5p	1.0745	0	0.1853	0	0.2215	0.3876	0.3284	0.3265	0.3872	0.2843	0.4559	0.6786	0.2097	0.458	0	0.5627	0.704	0	0.8195	1.1311	0.7745	0.4314	0.5916	0.5314	0	0	0.7333	1.8781	2.1046	0	0.594	0.6338	0.4156	6.6987	0	0.2778	1.0556	0.6724	0.6201	0.6673	0.3031	0	0.4186	0	0	0.5603	0	1.0729	0.1373	1.4884	0.6049	0.155	1.0791	0.3677	0	1.41	0.5996	1.4066	0	1.6217	0.3772	0.2526	1.4137	0	0.5942	0	0.6096	0.3871	0.6356	0	0	0.3231	1.2908	0.2693	0.7582	0.2558	0.1976	0.0314	1.1578	0.6699	3.6678	1.5483	0.3044	0	0	0	0.3308	0.1787	0.25	0.2357	0.1181	0	0.2131	0	0	0.9128	0.2743	1.5231	0.6429	0.9128	0.8222	0	2.9329	0	0.4009
hsa-miR-449c-5p	2.1104	0.9277	2.7565	1.8785	1.112	3.4818	1.3414	0.8172	0.6922	1.5659	2.4487	1.2639	1.8716	1.3188	1.2167	2.6432	2.2552	0.7596	3.047	3.4857	3.3447	2.238	0.7449	1.0796	0.49	0.7672	2.152	3.1743	4.3788	1.4142	2.2944	1.5512	1.4165	8.8301	2.6735	1.4322	3.002	1.4756	2.6538	2.3551	2.8234	2.0199	0	0.7707	1.6176	2.0302	1.3601	2.5769	0.9251	2.2558	1.2565	1.3717	2.0072	1.853	0.7685	0.7337	1.022	1.2485	1.8334	1.7887	0.6759	0.4675	1.6407	0	0.5942	1.1471	1.366	0.3871	1.2864	1.0744	0.7127	1.7045	2.2317	1.158	1.5078	1.556	0.9115	2.0122	1.1578	2.5179	3.8898	2.0088	2.5104	2.5085	1.3732	3.411	1.6145	0.4809	0.6485	0.9162	0.8897	0.8191	1.8901	1.0764	2.1928	2.6544	2.0501	1.8699	2.1272	0.9128	2.3314	0.8133	3.382	1.8287	0.4009
hsa-miR-4508	0	0.1046	0.1678	0	0.1095	0.2068	0.1571	0.0715	0.1872	0	0.5984	0.239	0.0876	0.0872	0.4688	0.1315	0.1561	0.2446	0.0363	0.0949	0.0449	0.105	0	0	0.1782	0	0.2129	0.4368	0.1789	0	0.06	0.0489	0.2019	0.357	0.0756	0	0.0941	0.1231	0.127	0.1349	0	0	0.2855	0.1298	0	0	0	0.0962	0.0285	0.1988	0.0493	0.095	0.1103	0.0814	0.0499	0.1149	0	0.0773	0	0.0666	0.0529	0.1192	0.0536	0	0	0.0573	0.1557	0.7979	0	0.2384	0.0454	0	0.3116	0	0.3523	0.0549	0.0823	0.1703	0.0862	0	0.2523	0.4114	0.4229	0.0553	0.1987	0.1327	0.1416	0.0742	0.1052	0.0626	0.0094	0	0.0819	0	0.2603	0.0825	0	0.1292	0	0.0984	0.0397	0.071	0.0545	0.1402	0.2341
hsa-miR-450a-2-3p	0	0	0.3496	0	0.5828	0	0.3284	0.3265	0	0.5217	0.4559	0.6786	0	0.7349	0.8436	0.5627	0.8369	0.5479	0	0.4223	0	0.6607	0.2252	0.2901	0.2657	0	0.3391	0.2523	0	0	0.2263	0.1864	0.7379	0.7316	0	0	0	0.8412	0.2988	0.6673	0.664	0.3273	0	0.3049	0	0.9628	0	0.3515	0.3781	0.2193	1.0299	0	0.2128	0.3677	0.2337	1.5796	0	0.3507	1.0183	0.4622	0.2009	0.2526	0.2033	0.3202	0	0	0.4335	0.3871	0.4137	0	0.3999	0.8099	0.9741	0	0	0.2558	0.1976	0	0.5777	0.3735	0.4063	0.3505	0.9557	0.2575	0.5404	0.4704	0.5998	0.3377	0.25	0.4382	0	0.4669	0.5633	0.7984	0.4675	0.3721	0.2743	0.2094	0	0.6132	0.5657	0	0	0.9013	0.4009
hsa-miR-450a-5p	1.6835	2.5391	4.1916	3.5692	4.004	2.8409	4.2203	4.144	1.8751	1.8537	2.4487	4.9115	2.6476	2.5401	3.8761	0	4.4658	3.952	3.0836	2.6487	2.3521	2.7087	3.2053	4.7095	3.0139	3.9477	4.4894	2.4319	4.1654	1.5571	3.4839	3.3753	1.4165	1.8648	1.6562	4.8486	4.3516	5.5314	3.7416	4.5512	4.9083	4.8585	3.1826	3.5349	4.6992	5.0967	3.2658	3.3436	4.0913	3.6987	5.1401	4.442	4.1833	4.18	3.7659	3.7998	2.9448	2.7611	5.538	4.6645	3.2875	4.6504	5.4417	4.058	3.3103	3.7532	4.1512	3.12	4.5553	5.2461	4.0437	3.6493	4.1985	3.9798	4.0526	4.0016	3.6327	3.7908	1.5704	3.8768	4.5511	2.1936	2.2971	2.6043	1.8978	3.1851	3.2874	3.3548	3.3335	4.2238	1.6072	3.1739	3.813	3.303	4.5119	1.1222	1.3022	4.9217	2.5523	3.4677	4.3816	3.0996	3.7008	4.5225	4.2832
hsa-miR-450b-5p	1.0745	2.2957	2.4656	2.8491	1.8028	0.6929	3.1475	4.7156	0.6922	0.7256	1.0805	5.0487	1.0121	0.6985	1.5129	0.5627	3.0415	2.6046	1.2642	1.5633	1.0189	0.9481	2.4084	3.5743	0.8551	4.6542	4.5602	1.8011	2.0288	0.637	2.9087	1.7417	0.7379	0.7316	0	2.8536	4.1654	3.5467	3.154	3.0821	3.3641	3.711	2.951	2.2527	3.266	3.3071	2.0475	2.108	4.3836	3.8596	3.2359	4.9308	3.2078	2.9674	2.643	1.9939	1.8729	1.2485	5.8281	4.5412	3.8045	5.3675	5.7288	4.4996	2.7239	1.8607	2.6986	1.1577	3.6998	4.006	3.7561	1.7045	2.2317	2.6637	2.9632	2.6635	2.9134	2.5178	0.798	2.0864	5.1478	1.0703	0.1602	0.476	0.5404	2.3896	0.5998	2.6646	1.7094	2.6196	1.1335	1.8777	2.7105	1.0764	3.9836	1.1222	0.3941	5.1185	1.6986	3.3097	3.1033	1.0069	3.1516	3.9523	4.3715
hsa-miR-4510	1.0745	0.4604	0.3496	0	0.1424	0.6009	0.0894	0.4208	0	2.6844	0.4688	0.2018	1.5798	1.8725	0.7202	0	0.1092	0.2162	0	0.1732	0.3067	0.4922	0.4607	0.2901	0.0411	0.066	0.0925	0	0.7313	0.6999	0	0.0962	0	1.0898	0.629	0.2778	0.49	0.3189	0.2988	0.1667	0.1595	0	0.2244	0.9204	0.9932	0.568	0.5151	0.3515	0.2014	0.1447	0.6964	0.1913	0.4495	0	0.6112	0	0.4715	0.4985	0.4103	0.4119	0.3772	0.1674	0.2033	0	0.5942	0.1391	0.1212	0.5476	0.2217	0.1868	0.5648	0.4143	0.4965	0.2693	0.3373	0	0.5983	0.4112	0.3871	0.1988	0.2174	0.6322	1.2627	1.4383	0.7401	0.2069	0.4288	0.1274	0.697	0.4382	0.2272	0.3754	0.3123	0.7196	0.3032	0.4125	1.0113	0.3037	0.357	0.3884	0.4986	0.0883	0.3657	0.7068	0
hsa-miR-4511	0	0.3794	0.3496	0.3142	0.6606	0.3876	0.3284	0.3265	0	0	0.8017	0.2633	0.2097	0.4138	0	0	1.0709	0.7596	0.5944	0.4223	0.2115	0.4314	0.2252	0.2901	0.2657	0.3033	0.1795	0	0	0	0.2263	0.1864	0	0	0.3437	0.5106	0	0.2605	0.2059	0.2582	0.1595	0.8188	1.0072	0.5565	0.2985	0.3072	0	0.3515	0	0.2193	0.6049	0.155	0	0	0.2337	0.7337	0.3308	0	0.5972	0.2496	0.4046	0	0.9319	0	0.3275	0	0	0	0.6356	0	0.3999	0.3231	0.7163	0	0	0.2558	0	0.3378	0	0.3735	0.4063	0	0	0.2575	0	0.4704	0.3308	0	0.25	0.2357	0.1181	0.4669	1.0803	0.2446	0.4675	0	0	0	0.4587	0.2346	0.2534	0.3247	0.4696	0.7779	0
hsa-miR-4512	0	0	0.0956	0.3142	0.115	0	0.0894	0	0.3872	0.7256	0	0	0.2097	0.1151	0.8436	0	0.5575	0.2998	0	0.7486	1.0741	0.9909	0.42	0	0.2657	0.3033	0.3391	0.2523	0	1.0773	0.3274	0.7566	0	0.9933	0.3437	0	0	0.4811	0.2059	0.2582	0.3031	0	0	0.5565	0.2985	0	0.3347	0	0	0.2193	0.231	0.155	0.2128	0.3677	0.2337	0	0.3308	0.3507	0	0.2496	0.1039	0	0.2033	0	0	0.266	0	0.3871	0.1515	0.3521	0.2138	0.3231	0.4021	0.2693	0.7582	0.6618	0	0.8412	0.3176	0	0	0.8678	0	0.2575	0.2954	0	0.5998	0	0.25	0.4382	0	0.2523	0.2131	0	0.1732	0	0.7033	0.5544	0.2923	0	0.5181	0.8133	0	0.5199	0
hsa-miR-4516	1.0745	1.8506	0	0	0.4431	1.5107	0.4337	0.9496	2.2309	1.4933	1.798	0.7942	0.2097	0.5289	1.0422	4.0925	0.8369	2.6931	0.06	0.6991	0.4526	1.2826	0	0	1.1462	0	0.9466	2.7975	2.5731	0.4542	0.4218	0.3514	1.3551	1.1447	1.0538	0.191	0.2385	0.1788	0.7354	1.1218	0.209	0.2262	2.8019	0.3937	0.8819	0.7073	0.431	0.634	0.1803	0.9488	0.158	0.1052	0.8006	0.6604	0.0822	1.0738	0.6792	0.3507	0	0.5267	0	0.5949	0.2651	0.6598	0.422	0.3447	0.303	1.7482	0.3732	0.9422	0.0748	0.4165	0.5146	0.9179	0.8223	0.6618	0.3714	1.0769	0.7283	1.0418	0.5197	1.4549	0.7695	0.542	0.8743	0.9256	0.6794	0.569	0.3954	0.2357	0.0798	1.6911	0.2777	0.5172	1.2392	0.2584	0.1437	0.4483	0.0873	0.1605	0.2142	0.2244	0.562	0.494	0.2143
hsa-miR-4517	0	0	0.3496	0.3142	0.7344	0.6929	0.4683	1.3357	0	0	0.8017	1.4863	0	0.501	0	0	0.5575	0.2998	0.4671	0.5946	0.396	0.3014	0	0	0.2657	0.7672	0.9466	0.2523	0	1.0773	0.594	0	0.4156	0	0	0.2778	0	0.2605	0.2059	0.1349	0.3031	0	0.7427	0	0.2985	0.3072	0	0	0.3781	1.4884	0.43	0.4225	0.5625	0.9037	0	0.413	0.3308	0.3507	1.1902	0.4622	0.5342	1.1032	1.4934	0.3202	1.1854	0.6847	0.6096	0	0.5289	0	0.3999	0.3231	0	0.4962	0	0.2558	0	0.3378	0	0	0.7229	0	0	0	0.2954	0	0.3308	0.4809	0	0.2357	0.4234	0.2523	0.3988	0.2446	0.1732	0.6676	0	1.1696	0	0.4363	0.1323	0.3247	0	0.3855	0.566
hsa-miR-4519	0	0	0.3496	0.7908	1.4111	0.3876	0.5958	0.8172	0	0.5489	1.202	0.2633	1.0669	0.7385	0.8436	0.5627	0.5575	0	0.3276	1.5212	1.2757	0.6607	0.6703	0.5314	0.2657	0.5538	1.2971	0.3637	0.4115	1.3371	0.2263	0.7566	0	0.4117	1.7165	0.2778	0.3444	0.6724	0.1066	0.4772	0.2331	0.8188	0	0.3049	1.1039	1.1285	0.3347	0	0.0703	0.4096	0.231	0.7489	0.2128	0.6604	0.4348	0.413	0.8262	0	0.5972	0.6476	0.5342	0.2526	0.3814	0.3202	0.5942	0.6847	0.7665	0.9436	0.6356	0.635	0.7127	1.003	0.5678	0.8647	1.1059	0.2558	0.3714	0.481	2.5055	0.6699	0.2174	0.6322	2.1394	1.5628	0.9327	0.4704	1.4876	0.2604	0.463	0.9825	0.4686	1.225	0.7387	0.7984	0.7118	1.0213	0.7033	1.3572	0.8062	0.4363	0.971	0.5896	0.9722	0.494	0.2143
hsa-miR-451a	10.0455	9.1736	9.1309	10.0876	10.7989	8.477	9.907	10.4555	6.6678	6.6465	5.8301	10.4497	7.8932	8.7813	9.086	5.104	8.2638	9.6978	7.5127	6.4784	7.5764	9.4974	8.7605	8.201	8.0248	8.9721	9.2351	6.1985	8.3138	8.4869	9.3682	7.9509	8.147	8.3632	6.5903	8.3842	9.9783	8.8879	7.4618	10.0663	9.8323	9.2919	10.5457	7.2444	9.0348	9.742	9.248	10.5339	10.7187	9.5716	9.3368	8.0353	8.8652	6.7071	9.2017	7.3871	8.978	9.0131	9.6891	9.4043	9.7509	9.4124	9.6149	10.0428	7.4496	9.5399	9.3481	7.4528	7.1316	8.7553	9.3013	8.7782	7.9564	8.084	8.4532	7.0588	7.6398	8.8078	5.7859	9.5541	8.2642	4.6393	5.0925	5.6454	7.5248	7.9389	7.0012	9.47	8.0584	7.1722	7.8635	7.9219	8.0867	8.337	8.891	6.0189	6.0198	7.6683	7.2859	8.755	8.8072	8.177	8.9414	8.9774	9.9539
hsa-miR-452-5p	2.7071	4.9733	5.234	4.4955	4.6874	3.3999	6.1741	4.6367	2.1331	3.6491	2.2376	5.3978	2.1254	6.1294	3.9846	1.5401	4.3251	5.0083	5.2669	4.6522	2.9321	3.128	5.6488	5.6217	1.9753	3.9358	3.6695	2.9066	4.523	4.88	4.8494	4.555	3.5465	3.8944	4.1033	6.8035	6.1472	5.5848	4.0047	5.4446	4.8607	4.9564	5.3496	4.1608	5.4795	5.4082	5.2019	5.5421	4.3922	3.1372	5.6345	5.7832	4.8135	6.044	4.7054	4.1353	5.811	4.0122	6.267	3.533	3.5369	4.6015	5.2552	4.6356	4.8596	5.5915	5.9169	4.036	5.2803	5.1407	4.4171	3.9828	4.5559	5.235	6.5246	5.8471	4.6526	4.2928	5.8067	4.4773	4.176	3.3325	4.3899	5.6363	3.8052	5.7931	3.4995	4.7395	4.3023	5.5108	4.4419	5.1998	5.5941	4.7117	4.3446	2.6544	1.9752	5.198	4.5419	5.0072	6.2774	5.4543	4.0763	6.738	4.7942
hsa-miR-4524a-3p	1.6835	0	1.5455	0.5721	0.4134	0	0	0	0	1.2061	0.4559	0.4858	0.955	0.6611	0.8436	0.5627	0.3945	0.5479	0.3276	0.7486	1.2757	0.8585	0.5916	0.2901	0	0	0	0	0.4115	0	0	0.4995	0.4156	0.4117	0	0.711	0	1.1292	0.8214	0.5754	0.4337	0	0	0.3049	0	0.3072	0	0	0.2627	0	0.231	0.0535	0	0	0.2337	0	0.3308	0.3507	0.5972	0.2496	0	0	0.5399	0.3202	0.3275	0	0.0819	0	0.6356	0.635	0	0.5869	0	0.2693	0	0.4731	0.3714	0.6113	0.5777	0.5293	0	0.3505	0.5556	1.1194	0.2954	0	0.3308	0.1787	0.25	0.2357	0.2272	0.9674	0.2131	0.6363	0.2266	1.7457	1.0336	0.3922	1.3203	0.2346	0.8985	0	0.2538	0.7779	0.2143
hsa-miR-4524b-5p	1.6835	0	1.5455	0.5721	0.4134	0	0	0	0	1.2061	0.4559	0.4858	0.955	0.6611	0.8436	0.5627	0.3945	0.5479	0.3276	0.7486	1.2757	0.8585	0.5916	0.2901	0	0	0	0	0.4115	0	0	0.4995	0.4156	0.4117	0	0.711	0	1.1292	0.8214	0.5754	0.4337	0	0	0.3049	0	0.3072	0	0	0.2627	0	0.231	0.0535	0	0	0.2337	0	0.3308	0.3507	0.5972	0.2496	0	0	0.5399	0.3202	0.3275	0	0.0819	0	0.6356	0.635	0	0.5869	0	0.2693	0	0.4731	0.3714	0.6113	0.5777	0.5293	0	0.3505	0.5556	1.1194	0.2954	0	0.3308	0.1787	0.25	0.2357	0.2272	0.9674	0.2131	0.6363	0.2266	1.7457	1.0336	0.3922	1.3203	0.2346	0.8985	0	0.2538	0.7779	0.2143
hsa-miR-4526	0	0	0	0	0.115	0	0.1735	0.3265	0	0.5217	1.0805	0.3413	0.2273	0.1151	0.3389	0.5627	0.704	0	0.3276	0.5946	0.3067	0.1586	0	0.2901	0.49	0.5538	0.3391	0	0.2204	0.683	0.4218	0.2178	1.0012	0.4117	0.621	0	0	0	0.2059	0	0.3031	0.3273	0	0.3049	0	0.3072	0	0.634	0	0.4096	0.231	0	0.3983	0	0.4348	0	0	0	0	0.2496	0	0.2526	0.2033	0	0	0	0.233	0	0.2886	0	0.2138	0.5869	0	0.2693	0.2992	0.9783	0	0.481	0	0	0.2174	0	0.7695	0	0.2954	0	0.3308	0	0.25	0.6969	0	0	0.2131	0.4537	0	0.3721	0	0	0.4587	0	0.2534	0	0.2538	0.2681	0.4167
hsa-miR-4532	0	0.3144	0.3496	0	0	0.1411	0.1735	0	0	0	0.5806	0.0932	0.1431	0.0459	0.2346	0.3984	0.1438	0.2066	0	0.0795	0.1444	0.449	0.154	0.1997	0.0941	0	0.1221	0	0.1506	0	0	0.0648	0.5312	0	0	0	0	0.0922	0.0436	0.1349	0.0641	0	0	0.109	0.1065	0	0	0	0.093	0.0769	0.0812	0	0	0.1332	0	0.6345	0	0.243	0	0.0881	0	0	0	0	0.2264	0.5134	0.1594	0.1409	0	0	0.0748	0.1159	0.0753	0	0.3866	0.0904	0	0.1216	0	0.1355	0	0	0.1088	0.091	0.1053	0	0	0.1216	0.25	0.2357	0.0798	0.2523	0.0746	0.0862	0.1178	0.2584	0	0	0.2475	0.0825	0	0	0.0897	0.1402	0
hsa-miR-454-3p	7.0269	7.339	6.5368	7.4208	5.7262	4.7979	7.1792	6.9885	4.5147	3.8586	4.1774	7.392	6.6076	5.6931	5.9644	3.1097	5.8521	6.8556	7.2065	6.3519	5.5891	4.7561	6.468	6.8457	4.3936	7.9937	7.1534	4.0594	4.8932	5.8962	7.1089	6.1786	6.6748	6.3207	6.0346	6.7578	7.6044	5.7452	6.3989	7.0974	7.2315	6.0814	6.2557	5.7154	6.9646	6.2875	5.83	6.8587	6.679	7.0729	6.0007	7.4751	6.1614	6.697	6.6287	4.7648	6.5823	6.4767	7.583	7.3203	6.7221	6.5867	7.9333	6.9457	7.1924	6.0747	6.2779	5.0975	6.7497	6.4054	6.7029	5.5136	5.5975	6.573	6.8608	5.7849	5.7193	5.874	5.9033	5.1998	6.67	4.506	5.5913	5.0121	5.1138	7.3749	4.9129	6.747	5.3003	6.6051	5.9791	6.1366	6.4185	6.0373	6.6711	3.3392	4.4694	8.1168	6.8404	6.404	7.0804	6.9591	6.1304	6.5841	7.3423
hsa-miR-454-5p	2.1104	1.7681	2.869	2.2909	4.1572	3.2676	3.4042	3.1903	2.0281	2.4789	2.4487	3.5123	3.944	2.6961	3.7205	1.7592	3.9944	3.9375	4.4862	2.7615	3.0468	3.3959	2.7895	3.0995	2.4984	3.7776	4.0269	2.8694	2.1046	1.2556	4.0101	3.3167	3.4172	2.1052	1.9851	3.3253	4.0798	3.0908	2.8811	3.9456	4.2212	2.6662	2.5143	2.8786	4.0657	4.1187	3.5812	3.3371	2.7208	3.5947	3.0519	2.5826	2.6791	2.8269	2.8031	2.1093	3.9476	2.0098	3.318	3.4606	2.8023	2.7115	3.777	2.6932	3.1119	2.9412	2.2402	2.958	2.3957	3.1726	2.976	3.4648	3.1758	3.3264	3.6858	2.5	2.8413	3.1562	2.153	3.3448	2.5949	1.5483	2.2504	1.3581	2.0638	3.895	3.532	3.2784	3.3062	4.1584	2.3486	2.6667	3.0845	2.287	3.566	0.9128	2.0861	3.9709	3.2922	3.0424	3.3257	3.6851	3.2128	3.8657	2.9794
hsa-miR-455-3p	5.9503	5.347	4.6031	4.3047	6.6605	5.1631	5.3511	5.6149	3.7012	6.9885	6.928	7.0282	7.2038	8.9001	5.8565	6.2549	5.1975	5.4003	5.6162	5.362	6.7732	6.6062	5.8232	6.0498	4.9695	5.6309	6.6308	6.1134	4.8107	5.1061	6.2538	5.4466	4.7027	6.9545	4.187	5.9893	6.227	6.8879	5.8769	6.5376	6.1382	5.8526	5.1294	5.5072	6.5977	7.2594	6.045	4.8719	4.2076	4.5337	6.1551	4.5726	5.1909	5.2427	5.1838	6.9108	5.8566	6.1837	5.9183	4.7207	3.8966	5.6601	5.8085	5.3091	5.4279	5.7827	6.1749	5.2453	5.7076	6.7116	4.7046	6.2055	5.817	6.258	6.3597	5.8687	5.5991	5.6087	5.824	5.9387	4.7209	5.41	5.6397	7.4888	6.2735	5.6756	6.1744	5.5852	6.6683	6.0631	3.9697	6.0478	5.4366	4.9339	5.3001	7.0516	6.0341	4.1966	4.9516	4.7141	6.4564	5.4228	5.4592	6.2598	5.8588
hsa-miR-455-5p	3.5922	4.2962	3.8808	3.6646	3.9645	2.2323	3.8287	5.1203	1.792	3.6239	3.8826	6.7307	4.4152	4.723	3.7774	2.7494	3.5858	3.9375	3.7675	2.9793	3.9714	3.9988	4.2282	4.611	2.3346	6.4187	5.8038	2.9607	2.3106	2.2884	4.7897	3.6692	2.9407	3.6881	1.5275	4.1342	5.7162	5.2406	4.3511	4.2374	4.8665	4.1543	4.0134	2.3222	4.6516	5.2485	3.3044	3.1702	4.4311	4.6229	4.1712	5.2904	4.1958	3.623	3.7345	3.5775	4.0854	3.9364	5.5512	4.7224	3.7916	5.6101	5.404	5.0057	4.026	3.6249	4.1979	1.9145	4.8571	4.2456	4.1384	3.6779	3.7589	4.4001	4.0593	3.9409	3.9438	3.3553	3.2658	3.5222	5.0101	1.5483	3.0189	3.6016	2.8801	3.7783	3.0386	4.5736	3.87	4.144	3.4564	4.0423	3.7966	2.8645	3.8475	3.8613	2.0861	4.413	3.1165	4.7043	5.1564	3.6851	4.1563	5.0016	5.4621
hsa-miR-4632-3p	1.0745	0.3794	0.3496	0.5721	0.5828	0	0	0.4657	0	0	0	0.2633	0.2097	0.4138	0.3389	0	0	0	0.1731	0.2265	0.5595	0.4314	0.2252	0.5314	0	0	0.3391	0.2523	0	0.3533	0.2263	0.6338	0	0.4117	0	0.5106	0	0	0.2988	0.2582	0.5534	0	0	0.9571	0.5457	0.3072	0.3347	0	0.1373	0	0.231	0.155	0	0	0	0.413	0	0	0.5972	0.2496	0.2009	0.2526	0	0	0	1.0088	0	0	0	0.3521	0	0	0	0.2693	0	0.2558	0	0.3378	0.3176	0.1988	0.2174	0.8678	0.3044	0	0	0	0	0.3377	0	0	0	0.2523	0.5633	0	0	0.3721	0	0	0.2475	0	0.3652	0.3247	0.4696	0.2681	0.2143
hsa-miR-4636	2.1104	1.3241	2.7565	2.9204	2.7134	0.9447	3.0945	1.9238	0	0.7256	0	1.6791	0.3927	1.0562	2.0628	0	2.7012	1.51	2.4151	2.4385	0.2115	0.8585	0.8835	2.2587	0.8551	1.3994	0.1795	0	1.8642	0.3533	1.0135	1.91	0.4156	1.2148	1.7743	2.7049	1.5299	3.1563	1.6544	2.7195	1.5788	2.1078	2.3334	2.5127	1.9101	2.5224	1.4998	1.9104	0.9251	1.21	1.2565	1.8053	0	1.455	1.7164	0.7337	2.8957	2.9269	1.7257	0.8118	1.1343	0.6545	0.8127	1.9006	1.3386	2.4998	1.9277	2.0277	1.0753	2.7667	1.5443	1.1732	1.8367	1.792	2.3641	1.2377	1.9221	0.9437	1.5704	1.3088	1.3008	1.0703	0.5556	0.8333	1.4945	3.4623	0.3308	1.2133	1.4344	1.6458	1.342	1.225	1.4601	1.1976	2.0667	0.6676	0.2743	1.5995	1.4246	1.0421	1.8831	2.098	1.1071	1.7867	1.2877
hsa-miR-4638-3p	0	0.3794	0.6307	0.3142	0.4134	0.9447	0.4683	0.3265	0.3872	0.5217	1.0805	0.4858	1.601	0.2217	1.6409	0	1.0709	0.2998	0.5944	0.8877	1.5335	1.6281	0.2252	0	0.2657	0.3033	0.8439	0	0	0.637	0.594	0.7566	1.0012	0.4117	0.3437	0.711	0.3444	0.9924	0.2059	0.5754	0.8626	0.8188	0	0.3049	0.5457	1.4119	0.8347	0.3515	0.5843	0	0.231	0.6481	0.2128	0.6604	0.2337	0.413	1.022	0.6326	0.3293	0.4622	0.6759	0.2526	0.5399	0.3202	0.5942	0.0573	0.6096	0.3871	0.2886	1.0744	0.2138	0	0.9741	0.4962	0	0.8287	0.5265	0.9923	0.3176	0.1988	0.4063	0.6322	0.5556	0.9834	0.5404	0.4704	0.5998	0.1787	0.25	1.0459	0.4234	0.4669	1.0803	0	0.9207	0.3721	0.8779	0.2094	0.9529	0.4363	0.2534	0.8133	0.6572	0.8613	0.2143
hsa-miR-4640-3p	0.2441	0.2021	0.1262	0.1125	0.1514	0.1411	0.0894	0	0.1409	0.1492	0.0867	0.1376	0.2733	0.0777	0.0623	0.2129	0.1092	0.107	0.2	0.36	0.2439	0.3014	0.0791	0.1523	0	0.1084	0.1511	0.173	0.1506	0.4047	0.3489	0.2435	0.1522	0.5805	0.2918	0.1456	0	0.6114	0.2059	0.1133	0.1595	0.1729	0	0.0555	0	0.1098	0.0615	0.1269	0.0472	0.1138	0.3339	0.1793	0.2128	0.3677	0.1216	0.3519	0	0.0647	0.0604	0.0447	0.0355	0	0.1386	0.0586	0.06	0.1391	0.2684	0	0.1986	0.1868	0.0379	0.1706	0.0381	0.185	0.2992	0.5939	0.1347	0.1996	0.1675	0.0351	0.0386	0.1858	0.3494	0.1767	0.5024	0.2543	0.5998	0.1504	0.0882	0.199	0.1554	0.2132	0.2777	0.1676	0.0304	0.4257	0.3748	0	0	0	0.2534	0.1165	0.0455	0.0718	0.2792
hsa-miR-4645-3p	1.6835	2.0027	1.2454	1.1484	1.2187	1.9162	0.4683	0.8172	0	0.7256	2.2376	1.3794	0.955	1.27	0.8436	1.5401	0.8369	0.7596	1.1024	1.5212	1.0741	1.0325	1.3338	1.2241	0.2657	3.0854	1.5788	1.5417	1.727	1.5571	1.3381	1.1642	0.4156	1.2148	1.0538	1.3139	1.3884	2.2509	0.3861	1.1218	1.2647	1.4764	1.0072	1.7457	1.3835	1.852	1.4998	1.409	1.6767	1.8586	1.1476	1.896	1.8884	2.068	1.2672	0.7337	1.6142	1.4066	1.4826	2.1979	0.9232	1.9526	2.722	0.8037	0.5942	1.4967	1.366	2.1327	1.6339	1.2523	1.1876	1.3255	1.8367	1.61	2.156	1.9673	0.5265	2.0122	1.6853	1.9836	1.6389	1.5483	2.7808	1.7421	1.0949	0.4704	0.5998	1.2931	0.6485	1.4722	0.8217	1.1019	2.1707	1.4131	1.4106	0.9128	0.8779	1.0658	1.4246	1.7203	1.2291	0.5896	1.7261	1.5047	1.2877
hsa-miR-4646-3p	0.2116	0.1046	0	0	0.1825	0.0622	0.0261	0	0	0.2038	0.0655	0.0802	0.0319	0.0791	0.1974	0.0836	0.0941	0	0	0.0933	0.187	0.0672	0	0.0452	0	0	0.0797	0	0	0	0.0642	0.1323	0	0	0.1004	0.0378	0.0478	0.108	0.0448	0.114	0.0648	0	0	0.2345	0	0.0422	0.1038	0.0558	0	0.0661	0.0353	0	0.0284	0	0	0.0667	0	0	0.0455	0	0.0267	0	0.0611	0	0	0.0411	0	0	0	0	0.0644	0.182	0.0328	0.0772	0.0467	0.0394	0.0557	0.0534	0.2283	0.0523	0	0.0959	0.0417	0.0736	0.1287	0.2034	0.0522	0.0501	0.0713	0.1393	0.0175	0.0341	0.0602	0.0697	0.0261	0	0.1388	0.0591	0.0381	0.0359	0.1095	0.1482	0	0.0593	0
